record_id,title,authors,year,doi,journal_name,study_design,ai_technology_type,clinical_domain,vietnam_province_region,ethical_principles_addressed,governance_framework_mentioned,data_privacy_security,human_in_the_loop,transparency_explainability,bias_fairness,accountability_responsibility,informed_consent,regulatory_compliance,stakeholder_engagement,sample_size,data_source,implementation_barrier,key_finding,extraction_status,extraction_confidence,extracted_by,extraction_date,notes,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48
REC_DIR_0041,Development and validation of machine learning-based predictive clinical decision support system for olanzapine in patients with schizophrenia,"['Anh Mai Kieu', 'Ha Nguyet Dang', 'Khanh Thi Cat Tran', 'Tuyen Thi Thanh Nguyen', 'Chien Huu Nguyen', 'Thanh Chi Nguyen', 'Huong Pham', 'Jennifer Lê', 'Hai Thanh Nguyen']",2024,https://doi.org/10.29090/psa.2024.04.24.ap0713,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0043,LEGAL CHALLENGES IN THE ERA OF ARTIFICIAL INTELLIGENCE REGARDING PATIENTS' RIGHTS: LESSON FOR VIETNAMESE MEDICAL STUDENTS,['Nguyen Thi Phuong Cham and Ho Anh Tuan'],2026,https://doi.org/10.5281/zenodo.20007941,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0045,Agentic AI Framework for Adaptive Clinical Workflow Orchestration,"['Quitt Le', 'Duc-Trong Le', 'Hoang D. Nguyen']",2025,https://doi.org/10.1109/rivf68649.2025.11365087,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0046,Artificial Intelligence Integration in Medical Education: A Landscape with HOT Dimensions in Viet Nam,"['Sang Minh Le', 'Giang Bao Kim']",2026,https://doi.org/10.1596/45024,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0047,Curious but Unprepared: Healthcare Students’ Perspectives on AI and Robotics in Care and the Need for Curriculum Reform,"['Ngoc Bao Dang', 'Quang Ngoc Phan', 'Nam Hoang Tran']",2025,https://doi.org/10.3390/ime4030030,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0049,Application of Artificial Intelligence in the Healthcare Sector and Legal Challenges: A Study in Vietnam,['Nguyễn Thị Phương Châm'],2025,https://doi.org/10.64753/jcasc.v10i2.1894,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0050,Large language models for self-administered conversational vignette assessment of provider competencies: A pilot and validation study in Vietnam with automated LLM-powered transcript classification,"['Benjamin Daniels', 'Wenjia(Stella) Zhang', 'Hoang Nguyen', 'David Duong']",2026,https://doi.org/10.64898/2026.03.02.26347479,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0051,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review (Preprint),"['Duc Minh Tran', 'Louise Thwaites', 'Jennifer Ilo Van Nuil', 'Jacob McKnight', 'An Phuoc Luu', 'Chris Paton']",2021,https://doi.org/10.2196/preprints.32392,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0052,From COVID-19 to Nipah virus preparedness in low- and middle-income countries: Re-centering points of decision and responsible AI,"['Giao Huỳnh', 'Han Thi Ngoc Nguyen', 'Ly Trieu Vo', 'E. G. V. Evans', 'Nhut Minh Vuong', 'Pham Le An']",2026,https://doi.org/10.4103/apjtm.apjtm_118_26,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0053,A PROSPECTIVE CLINICAL STUDY ON THE USE OF A NON-INVASIVE WEARABLE DEVICE AND NEURAL NETWORK MODELS FOR PATIENTS WITH DENGUE,"['Štefan Karolčík', 'Vasileios Manginas', 'Chu Po Ho', 'John Daniels', 'Giang T. Nguyen', 'Hai Vu', 'Van‐Phuc Hoang', 'Katelynn Nguyen', 'Bernard Hernandez', 'Damien Ming', 'Alison Holmes', 'Louise Thwaites', 'Sophie Yacoub', 'Pantelis Georgiou']",2023,https://doi.org/10.1016/j.ijid.2023.04.017,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0055,An integrated deep learning and large language model for automated knee osteoarthritis grading and reporting from the Vietnam Osteoporosis Study,"['Dinh Tan Nguyen', 'Duy K. Hoang', 'Linh N. Luu', 'An T. Truong', 'Quang Hien Kha', 'Huy T. Tran', 'Phu D. Ho', 'Thach Tran', 'Sai Ho Ling', 'David J. Hunter', 'Lan T. Ho‐Pham', 'Tuan V. Nguyen']",2026,https://doi.org/10.1016/j.afos.2026.05.003,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0057,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries – A Pilot Feasibility Study (Preprint),"['Andy Li', 'Wei Zhou', 'Rashina Hoda', 'Chris Bain', 'Peter Poon']",2025,https://doi.org/10.2196/preprints.85169,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0058,Classification of Tetanus Severity in Intensive-Care Settings for Low-Income Countries Using Wearable Sensing,"['Ping Lü', 'Shadi Ghiasi', 'Jannis Hagenah', 'Ho Bich Hai', 'Nguyễn Văn Hảo', 'Phan Nguyen Quoc Khanh', 'Le Dinh Van Khoa', 'Louise Thwaites', 'David A. Clifton', 'Tingting Zhu']",2022,https://doi.org/10.3390/s22176554,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0059,A data-driven governance framework for co-creation healthcare quality in public hospitals,"['Huu Phuc Dang', 'Nguyen-Kim-Thao Vo']",2026,https://doi.org/10.1186/s12982-026-02342-x,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0060,ViHERMES: A Graph-Grounded Multihop Question Answering Benchmark and System for Vietnamese Healthcare Regulations,"['Long Nguyen', 'Quan M. Bui', 'Tin Ngo', 'Quynh Vo', 'Dung N. H. Le', 'Tho Quan']",2026,https://doi.org/10.48550/arxiv.2602.07361,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0063,Digital health technology adoption in five Vietnamese hospitals: a self-report assessment (Preprint),"['Duc Minh Tran', 'Nguyen Thanh Dung', 'Chau Minh Duc', 'Ngoc Huynh', 'Khoi M. Le', 'Nguyen Phuc Hau', 'Duong Thi Thu Huyen', 'Huynh Thi Le Thu', 'Tran Van Duc', 'Lam Minh Yen', 'Louise Thwaites', 'Chris Paton']",2023,https://doi.org/10.2196/preprints.53483,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0066,Validation of online clearance monitoring and machine learning-based prediction of dialysis adequacy in Vietnamese hemodialysis patients: a cross-sectional study,"['Xuan Chanh Tran', 'Tuan Anh Pham', 'Thinh Chi Phan', 'Anh Thuy Tram Nguyen', 'Huy Quoc Tran', 'Thanh Kien Lam']",2026,https://doi.org/10.1186/s12882-026-05114-6,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0068,IAB 16th World Congress,"['Voo Teck Chuan', 'Tenzin Wangmo', 'Bernice S. Elger']",2023,https://doi.org/10.1111/bioe.13252,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0070,Comprehensive Overview of Artificial Intelligence Applications in Biomedical Research and Precision Medicine (2024–2026),['Fahim Halim Khan'],2026,https://doi.org/10.5281/zenodo.19372022,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0073,A Comparison of Machine Learning Methods for Alzheimer's Disease Classification in Vietnamese Patients,"['Nguyen Vu Binh Duong', 'Duy-Thanh Vu', 'Duy-Cat Can', 'Hai Dac Nguyen', 'Binh T. Nguyen', 'Oliver Yibing Chen', 'Huong Ha']",2025,none,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0075,Risk Assessment Models for the Health Insurance Sector,"['Reepu Reepu', 'Pawan Kumar', 'Mandeep Singh']",2024,https://doi.org/10.1108/978-1-83608-582-920241032,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0076,AI-Powered Cardiovascular Risk Prediction: Integrating Wearable Biosensors and Machine Learning Algorithms,"['Hoang Minh Quan', 'N. Minh', 'Doan Dao Tu Uyen']",2025,https://doi.org/10.47191/jefms/v8-i9-57,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0078,A Systematic Framework for Investigating Algorithmic Bias as a Social Determinant of Health in Low- and Middle-Income Countries: A Research Protocol,['Anthony Iyore Anaweokhai'],2025,https://doi.org/10.20944/preprints202507.1698.v1,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0080,VMHQA: A Vietnamese Multi-choice Dataset for Mental Health Domain Question Answering,"['Tu Anh Hoang Nguyen', 'Quang-Dieu Nguyen', 'Harius M. Nguyen', 'Ann Nguyen', 'Loan T. T. Nguyen']",2025,https://doi.org/10.4108/eetsis.7678,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0081,Overview of AI Agent Applications in Hospital Pharmacy Operations,"['Pham Quoc Anh', 'Ngô Thị Kim Cúc', 'Do Thuy Linh', 'Nguyen Thanh Hai', 'Nguyen Duc Long', 'Nguyen Thi Dua', 'Nguyen Huyen Thu', 'Vu Thu Ha', 'Nguyen Dang Phuong Anh']",2026,https://doi.org/10.25073/2588-1132/vnumps.4922,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0085,"Genomics and big data: Research, development and applications","['Lê Thị Thu Hiền', 'Nguyễn Tường Vân', 'Kim Thị Phương Oanh', 'Nguyễn Đăng Tôn', 'Huỳnh Thị Thu Huệ', 'Nguyễn Thùy Dương', 'Phạm Lê Bích Hằng', 'Nguyễn Hải Hà']",2021,https://doi.org/10.15625/1811-4989/16158,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0086,"Knowledge, attitudes, and practices regarding artificial intelligence among health professions students: Implications for AI readiness",['Pham Hong Quang'],2026,https://doi.org/10.62685/tbjmp.2026.22.05,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0088,"DEVELOPMENT OF AN INTEGRATED NURSING COMPETENCY FRAMEWORK: SYNTHESIZING VIETNAM’S NATIONAL STANDARDS, COMPETENCY MODELS, AND ASSESSMENT INSTRUMENTS","['Thi Ha', 'Tran Ngoc Thanh Dang', 'Thi Thu Tam Lam', 'Thi Thanh Tinh Nguyen']",2025,https://doi.org/10.51298/vmj.v550i1.13913,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0089,Assessment of Artificial Intelligence-based Translation Tools for Emergency Department Discharge Instructions,"['Estee Wu', 'Cassandra Mackey', 'Simi Jandu', 'Jennifer Carey']",2026,https://doi.org/10.5811/westjem.48825,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0090,Artificial Intelligence in In Vitro Diagnostics (IVD): A Comprehensive Review of the New Frontier,['Hieu Le Ngoc'],2026,https://doi.org/10.1109/access.2026.3660065,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0091,Lecture No. 3 Current status and future outlook for collection of cancer-related data in Asia,['Tomohiro Matsuda'],2020,https://doi.org/10.1093/jjco/hyaa269,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0092,Neurai-VN Benchmark: Standardized Machine Learning Models for Multimodal Digital Phenotyping in Mental Health Classification,"['Quoc-Cuong Pham', 'Hoang-Thuy-Duong Vu', 'Thi-Thanh-Huong Ha', 'Huy‐Hieu Pham']",2026,https://doi.org/10.48550/arxiv.2607.25232,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0093,TLAS-YHCT VN: Development and Evaluation of a Socratic AI Teaching Assistant for Traditional Vietnamese Medicine Education — A Two-Phase Mixed-Methods Study (Preprint),['Tạ Hồng'],2026,https://doi.org/10.2196/preprints.105820,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
