manifestation_id,source_channel,source_record_id,title,year,doi,pmid,openalex_id,normalized_url,raw_artifact_locator,raw_artifact_checksum,retrieval_run_id,query_locator,provenance_status
OPENALEX:W4392580413,OPENALEX,W4392580413,"&amp;#160;Air Emission Inventory and AI- based Air Quality Forecasting Models for Developing Countries: A Case Study of Ho Chi Minh City, Vietnam",2024,10.5194/egusphere-egu24-10056,,W4392580413,https://doi.org/10.5194/egusphere-egu24-10056,openalex/openalex-api-20260731T204525+0700/page-011.raw,027e305e0bb0f739e118626245e1f599cd7447df911aae82e49a72d8be3623cc,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4392706664,OPENALEX,W4392706664,Research activities at Hanoi National University of Education ‐ 70 years of development,2022,10.1002/vjch.202200133,,W4392706664,https://doi.org/10.1002/vjch.202200133,openalex/openalex-api-20260731T204525+0700/page-014.raw,25d78a8ffa8b11a4be6dd8b38ee00991b6902b208810f51f0ca606d3f29d72fe,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4392870385,OPENALEX,W4392870385,Harnessing Artificial Intelligence to Enhance Electroencephalogram Record Interpretation,2024,10.2139/ssrn.4752305,,W4392870385,https://doi.org/10.2139/ssrn.4752305,openalex/openalex-api-20260731T204525+0700/page-007.raw,d5f108f7861acd6870332ef52c680948216663bbe1115312d1a285feb60b88a4,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4393337089,OPENALEX,W4393337089,"Structural Health Monitoring, Real Applications of Bridges in Vietnam",2024,10.1007/978-3-031-57224-1_26,,W4393337089,https://doi.org/10.1007/978-3-031-57224-1_26,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4393339458,OPENALEX,W4393339458,"Microplastic pollution in Vietnam's estuarine, coastal and riverine environments: Research advances and future prospects",2024,10.1016/j.ecss.2024.108749,,W4393339458,https://doi.org/10.1016/j.ecss.2024.108749,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4393403311,OPENALEX,W4393403311,"Evaluation of models and drought-wetness factors contributing to predicting the vegetation health index in Dak Nong Province, Vietnam",2024,10.1088/2515-7620/ad39a4,,W4393403311,https://doi.org/10.1088/2515-7620/ad39a4,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4394146586,OPENALEX,W4394146586,<b>Ensemble learning model identifies </b><b>adaptation classification and turning points</b><b> of river microbial communities in response to heatwaves</b>,2024,10.6084/m9.figshare.24240055,,W4394146586,https://doi.org/10.6084/m9.figshare.24240055,openalex/openalex-api-20260731T204525+0700/page-014.raw,25d78a8ffa8b11a4be6dd8b38ee00991b6902b208810f51f0ca606d3f29d72fe,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4394814294,OPENALEX,W4394814294,Application of machine learning models for green andsimultaneous determination of asiaticoside andmadecassoside in Centella asiatica,2024,10.55401/gpttak47,,W4394814294,https://doi.org/10.55401/gpttak47,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4395081370,OPENALEX,W4395081370,Using machine learning algorithms for predicting bridge vertical deflection,2024,10.1680/jencm.23.00016,,W4395081370,https://doi.org/10.1680/jencm.23.00016,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4396666524,OPENALEX,W4396666524,Energy Poverty and Health Expenditure: Empirical Evidence from Vietnam,2024,10.3390/socsci13050253,,W4396666524,https://doi.org/10.3390/socsci13050253,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4396722502,OPENALEX,W4396722502,Artificial intelligence helps drive new frontiers in ecology,2024,10.1093/biosci/biae016,38854635,W4396722502,https://doi.org/10.1093/biosci/biae016,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4396937317,OPENALEX,W4396937317,Accelerating cough-based algorithms for pulmonary tuberculosis screening: Results from the CODA TB DREAM Challenge,2024,10.1101/2024.05.13.24306584,,W4396937317,https://doi.org/10.1101/2024.05.13.24306584,openalex/openalex-api-20260731T204525+0700/page-009.raw,d8052c422dfee1bcc043965b6c8f38ad8e3b0206af91d662e111aa0e69b78848,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4397032867,OPENALEX,W4397032867,The evidence for evidence-based medicine,2023,10.4103/amsr.amsr_19_23,,W4397032867,https://doi.org/10.4103/amsr.amsr_19_23,openalex/openalex-api-20260731T204525+0700/page-009.raw,d8052c422dfee1bcc043965b6c8f38ad8e3b0206af91d662e111aa0e69b78848,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4398182497,OPENALEX,W4398182497,Ecological Epidemiology Insights into Clonorchiosis Endemicity in Southern China and Northern Vietnam: A Comprehensive Machine Learning Analysis,2024,10.21203/rs.3.rs-4399445/v1,,W4398182497,https://doi.org/10.21203/rs.3.rs-4399445/v1,openalex/openalex-api-20260731T204525+0700/page-007.raw,d5f108f7861acd6870332ef52c680948216663bbe1115312d1a285feb60b88a4,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4399129797,OPENALEX,W4399129797,Towards a machine-learning assisted non-invasive classification of dengue severity using wearable PPG data: a prospective clinical study,2024,10.1016/j.ebiom.2024.105164,38815363,W4399129797,https://doi.org/10.1016/j.ebiom.2024.105164,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4399202856,OPENALEX,W4399202856,"Molecular characterization of a distinct ginger chemotype from Thua Thien Hue, Vietnam, and the application of PCR-based markers for identifying unknown ginger populations in the region using machine learning",2024,10.5586/aa/185311,,W4399202856,https://doi.org/10.5586/aa/185311,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4399492816,OPENALEX,W4399492816,Mitigating machine learning bias between high income and low–middle income countries for enhanced model fairness and generalizability,2024,10.1038/s41598-024-64210-5,38858466,W4399492816,https://doi.org/10.1038/s41598-024-64210-5,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4400023013,OPENALEX,W4400023013,Real-time Speech Summarization for Medical Conversations,2024,10.48550/arxiv.2406.15888,,W4400023013,https://doi.org/10.48550/arxiv.2406.15888,openalex/openalex-api-20260731T204525+0700/page-010.raw,567d223c6daff1b7c3515e6c3c45bad21909518ff1d22f77271a97076d3ba2eb,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4400089170,OPENALEX,W4400089170,A Comparative assessment of ChatGPT vs. Google Translate for the translation of patient instructions,2024,10.21037/jmai-24-24,,W4400089170,https://doi.org/10.21037/jmai-24-24,openalex/openalex-api-20260731T204525+0700/page-005.raw,b1307c741cb653ca8122f1ae281aaf5935a342a4df7ea19b9676a23a68cb3764,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4400199015,OPENALEX,W4400199015,Applied Hedge Algebra Approach with Multilingual Large Language Models to Extract Hidden Rules in Datasets for Improvement of Generative AI Applications,2024,10.3390/info15070381,,W4400199015,https://doi.org/10.3390/info15070381,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4401306284,OPENALEX,W4401306284,Sentiment Reasoning for Healthcare,2024,10.48550/arxiv.2407.21054,,W4401306284,https://doi.org/10.48550/arxiv.2407.21054,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4401317771,OPENALEX,W4401317771,Guest editorial: Transnationalization of higher education: challenges and opportunities,2024,10.1108/aeds-06-2024-294,,W4401317771,https://doi.org/10.1108/aeds-06-2024-294,openalex/openalex-api-20260731T204525+0700/page-009.raw,d8052c422dfee1bcc043965b6c8f38ad8e3b0206af91d662e111aa0e69b78848,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4401717407,OPENALEX,W4401717407,A simple nomogram to predict dengue shock syndrome: A study of 4522 south east Asian children,2024,10.1002/jmv.29874,39165074,W4401717407,https://doi.org/10.1002/jmv.29874,openalex/openalex-api-20260731T204525+0700/page-007.raw,d5f108f7861acd6870332ef52c680948216663bbe1115312d1a285feb60b88a4,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4401780098,OPENALEX,W4401780098,Opening Dialogue,2024,10.1162/daed_a_02085,,W4401780098,https://doi.org/10.1162/daed_a_02085,openalex/openalex-api-20260731T204525+0700/page-010.raw,567d223c6daff1b7c3515e6c3c45bad21909518ff1d22f77271a97076d3ba2eb,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4401956163,OPENALEX,W4401956163,Identify characteristics of Vietnamese oral squamous cell carcinoma patients by machine learning on transcriptome and clinical-histopathological analysis,2024,10.1016/j.jds.2024.08.013,39807441,W4401956163,https://doi.org/10.1016/j.jds.2024.08.013,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4402526630,OPENALEX,W4402526630,"Effectiveness of artificial intelligence for diabetic retinopathy screening in community in Binh Dinh Province, Vietnam",2024,10.4103/tjo.tjo-d-23-00101,39430352,W4402526630,https://doi.org/10.4103/tjo.tjo-d-23-00101,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4402676003,OPENALEX,W4402676003,"Factors associated with 90-day mortality in Vietnamese stroke patients: Prospective findings compared with explainable machine learning, multicenter study",2024,10.1371/journal.pone.0310522,39302916,W4402676003,https://doi.org/10.1371/journal.pone.0310522,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4402994963,OPENALEX,W4402994963,"Development of Machine Learning and Deep Learning Prediction Models for PM2.5 in Ho Chi Minh City, Vietnam",2024,10.3390/atmos15101163,,W4402994963,https://doi.org/10.3390/atmos15101163,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4403001276,OPENALEX,W4403001276,Development and validation of machine learning-based predictive clinical decision support system for olanzapine in patients with schizophrenia,2024,10.29090/psa.2024.04.24.ap0713,,W4403001276,https://doi.org/10.29090/psa.2024.04.24.ap0713,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4403543638,OPENALEX,W4403543638,Urology,2024,10.1097/xcs.0000000000001182,,W4403543638,https://doi.org/10.1097/xcs.0000000000001182,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4403740419,OPENALEX,W4403740419,The i-CanManage program to improve exercise and symptom management for Vietnamese women after cancer: A pilot randomized controlled trial protocol,2024,10.1177/20552076241293974,,W4403740419,https://doi.org/10.1177/20552076241293974,openalex/openalex-api-20260731T204525+0700/page-010.raw,567d223c6daff1b7c3515e6c3c45bad21909518ff1d22f77271a97076d3ba2eb,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4404049520,OPENALEX,W4404049520,Editors’ Selections from Relevant Scientific Publications,2024,10.1158/1940-6207.capr-17-11-hfl,39492621,W4404049520,https://doi.org/10.1158/1940-6207.capr-17-11-hfl,openalex/openalex-api-20260731T204525+0700/page-012.raw,af3ef30cc2217b5ba58dac8570cde2ed08fb515afd513bc5bab42ae127e8c0f5,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4404160554,OPENALEX,W4404160554,A Comparative Analysis of Machine Learning Algorithms to Predict Dengue Shock Syndrome,2024,10.1007/978-981-97-9793-6_19,,W4404160554,https://doi.org/10.1007/978-981-97-9793-6_19,openalex/openalex-api-20260731T204525+0700/page-009.raw,d8052c422dfee1bcc043965b6c8f38ad8e3b0206af91d662e111aa0e69b78848,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4404613884,OPENALEX,W4404613884,Identification of the risk of osteoporosis in older Vietnamese women using artificial intelligence and machine learning,2024,10.1016/b978-0-443-32892-3.00005-1,,W4404613884,https://doi.org/10.1016/b978-0-443-32892-3.00005-1,openalex/openalex-api-20260731T204525+0700/page-005.raw,b1307c741cb653ca8122f1ae281aaf5935a342a4df7ea19b9676a23a68cb3764,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4404866984,OPENALEX,W4404866984,Risk Assessment Models for the Health Insurance Sector,2024,10.1108/978-1-83608-582-920241032,,W4404866984,https://doi.org/10.1108/978-1-83608-582-920241032,openalex/openalex-api-20260731T204525+0700/page-006.raw,22cea224c5a15feddd5217fbd37475e1b5b0c5ebd1ba85d68136d15efcf608ea,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4405104656,OPENALEX,W4405104656,A machine learning-based risk score for prediction of mechanical ventilation in children with dengue shock syndrome: A retrospective cohort study,2024,10.1371/journal.pone.0315281,39642139,W4405104656,https://doi.org/10.1371/journal.pone.0315281,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4405214383,OPENALEX,W4405214383,Prediction of building subsidence in Vietnam using machine learning techniques based on leveling results,2024,10.3846/gac.2024.20237,,W4405214383,https://doi.org/10.3846/gac.2024.20237,openalex/openalex-api-20260731T204525+0700/page-007.raw,d5f108f7861acd6870332ef52c680948216663bbe1115312d1a285feb60b88a4,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4405692007,OPENALEX,W4405692007,Mapping of high-resolution daily particulate matter (PM2.5) concentration at the city level through a machine learning-based downscaling approach,2024,10.1007/s10661-024-13562-6,39714636,W4405692007,https://doi.org/10.1007/s10661-024-13562-6,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4405765146,OPENALEX,W4405765146,Application of artificial intelligence in gastrointestinal endoscopy in Vietnam: a narrative review,2024,10.1177/26317745241306562,39734422,W4405765146,https://doi.org/10.1177/26317745241306562,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4405977942,OPENALEX,W4405977942,Enhancing English Language Acquisition through ChatGPT: Use of Technology Acceptance Model in Linguistics,2024,10.54692/jelle.2024.0604262,,W4405977942,https://doi.org/10.54692/jelle.2024.0604262,openalex/openalex-api-20260731T204525+0700/page-009.raw,d8052c422dfee1bcc043965b6c8f38ad8e3b0206af91d662e111aa0e69b78848,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4406360845,OPENALEX,W4406360845,"Climate-Driven Dynamics of Infectious Diseases: Machine Learning-Based Predictive Modeling in Ba Ria-Vung Tau, Vietnam",2025,10.2139/ssrn.5095162,,W4406360845,https://doi.org/10.2139/ssrn.5095162,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4406720993,OPENALEX,W4406720993,Insights on the current and future state of AI adoption within health systems in Southeast Asia: A qualitative study (Preprint),2025,10.2196/preprints.71591,,W4406720993,https://doi.org/10.2196/preprints.71591,openalex/openalex-api-20260731T204525+0700/page-011.raw,027e305e0bb0f739e118626245e1f599cd7447df911aae82e49a72d8be3623cc,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4406814715,OPENALEX,W4406814715,Editorial: “Redefining impact: digital libraries and their communities”,2025,10.1108/dlp-02-2025-153,,W4406814715,https://doi.org/10.1108/dlp-02-2025-153,openalex/openalex-api-20260731T204525+0700/page-014.raw,25d78a8ffa8b11a4be6dd8b38ee00991b6902b208810f51f0ca606d3f29d72fe,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4407008122,OPENALEX,W4407008122,Navigating ASEAN region Artificial Intelligence (AI) governance readiness in healthcare,2025,10.1016/j.hlpt.2025.100981,,W4407008122,https://doi.org/10.1016/j.hlpt.2025.100981,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4407095344,OPENALEX,W4407095344,"Generative AI chatbots for reliable cancer information: Evaluating web-search, multilingual, and reference capabilities of emerging large language models",2025,10.1016/j.ejca.2025.115274,39922126,W4407095344,https://doi.org/10.1016/j.ejca.2025.115274,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4407393353,OPENALEX,W4407393353,Fine-tuning large language models for improved health communication in low-resource languages,2025,10.1016/j.cmpb.2025.108655,39987667,W4407393353,https://doi.org/10.1016/j.cmpb.2025.108655,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4407554714,OPENALEX,W4407554714,Editorial: Tick-borne Bunyaviruses: an emerging public health threat,2025,10.3389/fmicb.2025.1564335,40018677,W4407554714,https://doi.org/10.3389/fmicb.2025.1564335,openalex/openalex-api-20260731T204525+0700/page-011.raw,027e305e0bb0f739e118626245e1f599cd7447df911aae82e49a72d8be3623cc,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4408211375,OPENALEX,W4408211375,Machine learning-based models for prediction of in-hospital mortality in patients with dengue shock syndrome,2025,10.5662/wjm.v15.i3.101837,40881211,W4408211375,https://doi.org/10.5662/wjm.v15.i3.101837,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4408332091,OPENALEX,W4408332091,Assessing flood susceptibility in Hanoi using machine learning and remote sensing: implications for urban health and resilience,2025,10.1007/s11069-025-07211-5,,W4408332091,https://doi.org/10.1007/s11069-025-07211-5,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4408427454,OPENALEX,W4408427454,Circulating lncRNAs as biomarkers for severe dengue using a machine learning approach,2025,10.1016/j.jinf.2025.106471,40090592,W4408427454,https://doi.org/10.1016/j.jinf.2025.106471,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4408807516,OPENALEX,W4408807516,Editorial: Bridging tradition and innovation: from maintaining masonry bridges to using AI for better understanding bridge behaviour,2025,10.1680/jbren.2025.178.2.95,,W4408807516,https://doi.org/10.1680/jbren.2025.178.2.95,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4409209905,OPENALEX,W4409209905,Machine Learning Nomogram for Predicting Dengue Shock Syndrome in Pediatric Patients With Dengue Fever in Vietnam,2025,10.7759/cureus.81819,40337565,W4409209905,https://doi.org/10.7759/cureus.81819,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4409352764,OPENALEX,W4409352764,Optimizing machine learning models for enhanced forest fire susceptibility mapping in Gia Lai province,2024,10.46326/jmes.2025.66(2).02,,W4409352764,https://doi.org/10.46326/jmes.2025.66(2).02,openalex/openalex-api-20260731T204525+0700/page-009.raw,d8052c422dfee1bcc043965b6c8f38ad8e3b0206af91d662e111aa0e69b78848,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4409402820,OPENALEX,W4409402820,Data privacy laws in Central Asia: between ex-SSR and ‘Belt &amp; Road’,2025,10.1093/idpl/ipaf001,,W4409402820,https://doi.org/10.1093/idpl/ipaf001,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4409451065,OPENALEX,W4409451065,Artificial intelligence utilization in cancer screening program across ASEAN: a scoping review,2025,10.1186/s12885-025-14026-x,40234807,W4409451065,https://doi.org/10.1186/s12885-025-14026-x,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4409804271,OPENALEX,W4409804271,Dynamic weighting and genetic algorithm-based hybrid SVR-Ridge model for improving PM <sub>2.5</sub> forecasting in open-pit copper mines,2025,10.1080/17480930.2025.2492086,,W4409804271,https://doi.org/10.1080/17480930.2025.2492086,openalex/openalex-api-20260731T204525+0700/page-009.raw,d8052c422dfee1bcc043965b6c8f38ad8e3b0206af91d662e111aa0e69b78848,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4409928699,OPENALEX,W4409928699,"DEVELOPMENT OF AN INTEGRATED NURSING COMPETENCY FRAMEWORK: SYNTHESIZING VIETNAM’S NATIONAL STANDARDS, COMPETENCY MODELS, AND ASSESSMENT INSTRUMENTS",2025,10.51298/vmj.v550i1.13913,,W4409928699,https://doi.org/10.51298/vmj.v550i1.13913,openalex/openalex-api-20260731T204525+0700/page-008.raw,3a2168dca2cf70e3bea241429f2263fc3ad7b52cb24c11719ee3baeda6f337e9,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4410143500,OPENALEX,W4410143500,"Estimating forest above ground biomass in Dak Lak Province, Vietnam",2025,10.13057/asianjfor/r090112,,W4410143500,https://doi.org/10.13057/asianjfor/r090112,openalex/openalex-api-20260731T204525+0700/page-010.raw,567d223c6daff1b7c3515e6c3c45bad21909518ff1d22f77271a97076d3ba2eb,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4410250380,OPENALEX,W4410250380,Forecasting HIV Treatment loss of follow up rate Using Deep Learning and Survival Analysis in Ho Chi Minh City,2025,10.51403/0868-2836/2024/2142,,W4410250380,https://doi.org/10.51403/0868-2836/2024/2142,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4410252116,OPENALEX,W4410252116,Insights Into the Current and Future State of AI Adoption Within Health Systems in Southeast Asia: Cross-Sectional Qualitative Study,2025,10.2196/71591,40523280,W4410252116,https://doi.org/10.2196/71591,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
