canonical_record_id,primary_manifestation_id,title,year,source_channels,doi,pmid,openalex_id,official_document_number,member_manifestation_count,member_manifestation_ids,duplicate_status,duplicate_basis,preferred_version_reason,screening_status,provenance_status
CANON-00071,PMID:39987667,Fine-tuning large language models for improved health communication in low-resource languages.,2025,OPENALEX | PUBMED,10.1016/j.cmpb.2025.108655,39987667,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4407393353 | PMID:39987667,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00072,PMID:38815363,Towards a machine-learning assisted non-invasive classification of dengue severity using wearable PPG data: a prospective clinical study.,2024,OPENALEX | PUBMED,10.1016/j.ebiom.2024.105164,38815363,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4399129797 | PMID:38815363,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00073,OPENALEX:W4393339458,"Microplastic pollution in Vietnam's estuarine, coastal and riverine environments: Research advances and future prospects",2024,OPENALEX,10.1016/j.ecss.2024.108749,NOT_APPLICABLE,W4393339458,NOT_APPLICABLE,1,OPENALEX:W4393339458,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00074,PMID:39922126,"Generative AI chatbots for reliable cancer information: Evaluating web-search, multilingual, and reference capabilities of emerging large language models.",2025,OPENALEX | PUBMED,10.1016/j.ejca.2025.115274,39922126,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4407095344 | PMID:39922126,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00075,OPENALEX:W4317470412,Antimicrobial stewardship at the emergency department: Dead bugs do not mutate!,2023,OPENALEX,10.1016/j.ejim.2023.01.014,36669904,W4317470412,NOT_APPLICABLE,1,OPENALEX:W4317470412,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00076,PMID:36842381,"Multi-output machine learning model for regional air pollution forecasting in Ho Chi Minh City, Vietnam.",2023,OPENALEX | PUBMED,10.1016/j.envint.2023.107848,36842381,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4321595697 | PMID:36842381,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00077,OPENALEX:W4407008122,Navigating ASEAN region Artificial Intelligence (AI) governance readiness in healthcare,2025,OPENALEX,10.1016/j.hlpt.2025.100981,NOT_APPLICABLE,W4407008122,NOT_APPLICABLE,1,OPENALEX:W4407008122,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00078,PMID:40584461,"Early prediction of the outbreak risk of dengue fever in Ba Ria-Vung Tau province, Vietnam: An analysis based on Google trends and statistical models.",2025,PUBMED,10.1016/j.idm.2025.03.001,40584461,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:40584461,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00079,OPENALEX:W4377043317,A PROSPECTIVE CLINICAL STUDY ON THE USE OF A NON-INVASIVE WEARABLE DEVICE AND NEURAL NETWORK MODELS FOR PATIENTS WITH DENGUE,2023,OPENALEX,10.1016/j.ijid.2023.04.017,NOT_APPLICABLE,W4377043317,NOT_APPLICABLE,1,OPENALEX:W4377043317,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00080,OPENALEX:W4321368510,"CRT-101.00 Acute Coronary Syndrome in Patients &gt; 80 Was Due to Slow Flow, Only Few Severe Lesions: An Angiographic Coronary Flow and Machine Learning Analysis for Personalized Medicine Management",2023,OPENALEX,10.1016/j.jcin.2023.01.042,NOT_APPLICABLE,W4321368510,NOT_APPLICABLE,1,OPENALEX:W4321368510,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00081,OPENALEX:W4401956163,Identify characteristics of Vietnamese oral squamous cell carcinoma patients by machine learning on transcriptome and clinical-histopathological analysis,2024,OPENALEX,10.1016/j.jds.2024.08.013,39807441,W4401956163,NOT_APPLICABLE,1,OPENALEX:W4401956163,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00082,OPENALEX:W3109983083,"Flood risk assessment using hybrid artificial intelligence models integrated with multi-criteria decision analysis in Quang Nam Province, Vietnam",2020,OPENALEX,10.1016/j.jhydrol.2020.125815,NOT_APPLICABLE,W3109983083,NOT_APPLICABLE,1,OPENALEX:W3109983083,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00083,OPENALEX:W2917979868,A novel machine-learning-based infection screening system via 2013–2017 seasonal influenza patients' vital signs as training datasets,2019,OPENALEX,10.1016/j.jinf.2019.02.008,30797793,W2917979868,NOT_APPLICABLE,1,OPENALEX:W2917979868,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00084,PMID:40090592,Circulating lncRNAs as biomarkers for severe dengue using a machine learning approach.,2025,OPENALEX | PUBMED,10.1016/j.jinf.2025.106471,40090592,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4408427454 | PMID:40090592,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00085,PMID:37283981,Development and Asian-wide validation of the Grade for Interpretable Field Triage (GIFT) for predicting mortality in pre-hospital patients using the Pan-Asian Trauma Outcomes Study (PATOS).,2023,OPENALEX | PUBMED,10.1016/j.lanwpc.2023.100733,37283981,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4323074472 | PMID:37283981,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00086,PMID:41120019,"Reimagining ethnopharmacology with generative AI: Towards inclusive, ethical, and data-driven traditional medicine.",2025,OPENALEX | PUBMED,10.1016/j.phrs.2025.108002,41120019,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4415341843 | PMID:41120019,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00087,OPENALEX:W4304112139,"AI-based air quality PM2.5 forecasting models for developing countries: A case study of Ho Chi Minh City, Vietnam",2022,OPENALEX,10.1016/j.uclim.2022.101315,NOT_APPLICABLE,W4304112139,NOT_APPLICABLE,1,OPENALEX:W4304112139,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00088,PMID:42292762,Machine learning-based model for prediction of carbamazepine- and allopurinol-induced severe cutaneous adverse reactions in Vietnamese.,2026,OPENALEX | PUBMED,10.1016/j.waojou.2026.101408,42292762,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W7163188207 | PMID:42292762,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00089,PMID:40256318,Deep Learning-Driven Glaucoma Medication Bottle Recognition: A Multilingual Clinical Validation Study in Patients with Impaired Vision.,2025,PUBMED,10.1016/j.xops.2025.100758,40256318,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:40256318,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00090,PMID:40480990,STEMI-OP in-hospital mortality prediction algorithms: Frailty-integrated machine learning in older patients undergoing primary PCI.,2025,OPENALEX | PUBMED,10.1038/s41514-025-00238-9,40480990,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4411080095 | PMID:40480990,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00091,PMID:31253823,Cross-serotype interactions and disease outcome prediction of dengue infections in Vietnam.,2019,OPENALEX | PUBMED,10.1038/s41598-019-45816-6,31253823,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W2956118262 | PMID:31253823,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00092,PMID:36418408,Predicting the risk of osteoporosis in older Vietnamese women using machine learning approaches.,2022,OPENALEX | PUBMED,10.1038/s41598-022-24181-x,36418408,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4309865374 | PMID:36418408,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00093,PMID:38858466,Mitigating machine learning bias between high income and low-middle income countries for enhanced model fairness and generalizability.,2024,OPENALEX | PUBMED,10.1038/s41598-024-64210-5,38858466,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4399492816 | PMID:38858466,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00094,PMID:41545675,Foundation models enable wearable signal screening for cardiovascular disease among people living with HIV.,2026,PUBMED,10.1038/s43856-025-01331-6,41545675,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:41545675,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00095,PMID:38833268,A theoretical screening of phytochemical constituents from Millettia brandisiana as inhibitors against acetylcholinesterase.,2024,PUBMED,10.1039/d3cp05350d,38833268,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:38833268,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00096,PMID:32431851,Severity detection tool for patients with infectious disease.,2020,OPENALEX | PUBMED,10.1049/htl.2019.0030,32431851,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W2996312388 | PMID:32431851,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00097,PMID:36386862,Quantifying mangrove leaf area index from Sentinel-2 imagery using hybrid models and active learning.,2022,OPENALEX | PUBMED,10.1080/01431161.2021.2024912,36386862,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4221070098 | PMID:36386862,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00098,PMID:42339680,"Budget impact of implementing AI-enabled chest X-ray based incidental pulmonary nodule detection for early lung cancer diagnosis: models from Colombia, Costa Rica, Mexico, Thailand and Vietnam.",2026,PUBMED,10.1080/13696998.2026.2682681,42339680,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:42339680,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00099,OPENALEX:W4409804271,Dynamic weighting and genetic algorithm-based hybrid SVR-Ridge model for improving PM <sub>2.5</sub> forecasting in open-pit copper mines,2025,OPENALEX,10.1080/17480930.2025.2492086,NOT_APPLICABLE,W4409804271,NOT_APPLICABLE,1,OPENALEX:W4409804271,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00100,OPENALEX:W4382192984,A LASSO-based model for financial distress of the Vietnamese listed firms: Does the covid-19 pandemic matter?,2023,OPENALEX,10.1080/23322039.2023.2210361,NOT_APPLICABLE,W4382192984,NOT_APPLICABLE,1,OPENALEX:W4382192984,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00101,OPENALEX:W4412373819,"Artificial intelligence ethics in authoritarian Vietnam: governance, trust, and societal tensions",2025,OPENALEX,10.1080/25741292.2025.2529625,NOT_APPLICABLE,W4412373819,NOT_APPLICABLE,1,OPENALEX:W4412373819,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00102,OPENALEX:W4200419339,Preface,2021,OPENALEX,10.1088/1742-6596/2089/1/011001,NOT_APPLICABLE,W4200419339,NOT_APPLICABLE,1,OPENALEX:W4200419339,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00103,OPENALEX:W4393403311,"Evaluation of models and drought-wetness factors contributing to predicting the vegetation health index in Dak Nong Province, Vietnam",2024,OPENALEX,10.1088/2515-7620/ad39a4,NOT_APPLICABLE,W4393403311,NOT_APPLICABLE,1,OPENALEX:W4393403311,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00104,OPENALEX:W3016560194,Sex and Gender Disparities in the COVID-19 Pandemic,2020,OPENALEX,10.1089/jwh.2020.8472,32320331,W3016560194,NOT_APPLICABLE,1,OPENALEX:W3016560194,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00105,PMID:33095109,Assessment of User Needs for Telemedicine Robots in a Developing Nation Hospital Setting.,2021,PUBMED,10.1089/tmj.2020.0215,33095109,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:33095109,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00106,OPENALEX:W4396722502,Artificial intelligence helps drive new frontiers in ecology,2024,OPENALEX,10.1093/biosci/biae016,38854635,W4396722502,NOT_APPLICABLE,1,OPENALEX:W4396722502,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00107,OPENALEX:W3004288447,The United Nations Sustainable Development Goals,2020,OPENALEX,10.1093/biosci/biz155,NOT_APPLICABLE,W3004288447,NOT_APPLICABLE,1,OPENALEX:W3004288447,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00108,OPENALEX:W3041831661,Progress Towards Developing a Rapid Triage/Referral Test for Tuberculosis,2020,OPENALEX,10.1093/clinchem/hvaa124,32642751,W3041831661,NOT_APPLICABLE,1,OPENALEX:W3041831661,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00109,OPENALEX:W3173761619,A (Not Very) Distant Mirror,2021,OPENALEX,10.1093/dh/dhab001,NOT_APPLICABLE,W3173761619,NOT_APPLICABLE,1,OPENALEX:W3173761619,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00110,OPENALEX:W4210580279,Preventing stroke in atrial fibrillation patients,2022,OPENALEX,10.1093/eurheartj/ehac019,35084445,W4210580279,NOT_APPLICABLE,1,OPENALEX:W4210580279,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00111,OPENALEX:W4411744051,P-080 Machine Learning with Synthetic Minority Over-Sampling Technique for Predicting Sperm Retrieval in Azoospermia Micro-TESE,2025,OPENALEX,10.1093/humrep/deaf097.389,NOT_APPLICABLE,W4411744051,NOT_APPLICABLE,1,OPENALEX:W4411744051,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00112,OPENALEX:W4409402820,Data privacy laws in Central Asia: between ex-SSR and ‘Belt &amp; Road’,2025,OPENALEX,10.1093/idpl/ipaf001,NOT_APPLICABLE,W4409402820,NOT_APPLICABLE,1,OPENALEX:W4409402820,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00113,OPENALEX:W3163884986,Lecture No. 3 Current status and future outlook for collection of cancer-related data in Asia,2020,OPENALEX,10.1093/jjco/hyaa269,34002791,W3163884986,NOT_APPLICABLE,1,OPENALEX:W3163884986,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00114,PMID:41064697,Accelerating Cough-Based Algorithms for Pulmonary Tuberculosis Screening: Results From the CODA TB DREAM Challenge.,2025,OPENALEX | PUBMED,10.1093/ofid/ofaf572,41064697,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4414368625 | PMID:41064697,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00115,OPENALEX:W4413786197,Fighter Pilot Meets Match With Lymphoma &amp; CAR T-Cell Therapy Battles Back,2025,OPENALEX,10.1097/01.cot.0000000000000164,NOT_APPLICABLE,W4413786197,NOT_APPLICABLE,1,OPENALEX:W4413786197,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00116,PMID:41591267,What Substitution and Prediction Strategies Address the Challenge of an Unmeasurable C2-7 Cobb Angle?,2026,OPENALEX | PUBMED,10.1097/corr.0000000000003812,41591267,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W7125791067 | PMID:41591267,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00117,OPENALEX:W4387091800,Measuring Racial Sentiment Using Social Media Is Harder Than It Seems,2023,OPENALEX,10.1097/ede.0000000000001672,37756311,W4387091800,NOT_APPLICABLE,1,OPENALEX:W4387091800,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00118,OPENALEX:W2943496630,Data as a Substitute for Judgment,2019,OPENALEX,10.1097/opx.0000000000001391,31046013,W2943496630,NOT_APPLICABLE,1,OPENALEX:W2943496630,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00119,OPENALEX:W3206241719,Exploration before Exploitation can Drive Research Training Success,2021,OPENALEX,10.1097/opx.0000000000001807,34678833,W3206241719,NOT_APPLICABLE,1,OPENALEX:W3206241719,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00120,OPENALEX:W4323825254,The US National Academy of Medicine,2023,OPENALEX,10.1097/phm.0000000000002234,36898014,W4323825254,NOT_APPLICABLE,1,OPENALEX:W4323825254,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00121,OPENALEX:W4403543638,Urology,2024,OPENALEX,10.1097/xcs.0000000000001182,NOT_APPLICABLE,W4403543638,NOT_APPLICABLE,1,OPENALEX:W4403543638,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00122,OPENALEX:W4391515285,Mitigating Machine Learning Bias Between High Income and Low-Middle Income Countries for Enhanced Model Fairness and Generalizability,2024,OPENALEX,10.1101/2024.02.01.24302010,NOT_APPLICABLE,W4391515285,NOT_APPLICABLE,1,OPENALEX:W4391515285,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00123,OPENALEX:W4396937317,Accelerating cough-based algorithms for pulmonary tuberculosis screening: Results from the CODA TB DREAM Challenge,2024,OPENALEX,10.1101/2024.05.13.24306584,NOT_APPLICABLE,W4396937317,NOT_APPLICABLE,1,OPENALEX:W4396937317,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00124,OPENALEX:W4410280727,Leveraging AI and Transfer Learning to Enhance Outcome Prediction for Out-of-Hospital Cardiac Arrest in Diverse Settings: Insights from the Pan-Asian Resuscitation Outcomes Study,2025,OPENALEX,10.1101/2025.05.11.25327388,NOT_APPLICABLE,W4410280727,NOT_APPLICABLE,1,OPENALEX:W4410280727,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00125,OPENALEX:W4413009419,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,2025,OPENALEX,10.1101/2025.08.03.25332928,NOT_APPLICABLE,W4413009419,NOT_APPLICABLE,1,OPENALEX:W4413009419,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00126,OPENALEX:W2981063136,Understanding and predicting ciprofloxacin minimum inhibitory concentration in <i>Escherichia coli</i> with machine learning,2019,OPENALEX,10.1101/806760,NOT_APPLICABLE,W2981063136,NOT_APPLICABLE,1,OPENALEX:W2981063136,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00127,OPENALEX:W4253666347,Index,2019,OPENALEX,10.1108/978-1-78756-911-920191001,NOT_APPLICABLE,W4253666347,NOT_APPLICABLE,1,OPENALEX:W4253666347,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00128,OPENALEX:W4233838670,Index,2021,OPENALEX,10.1108/978-1-80071-348-220211013,NOT_APPLICABLE,W4233838670,NOT_APPLICABLE,1,OPENALEX:W4233838670,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00129,OPENALEX:W4206629756,Index,2022,OPENALEX,10.1108/978-1-80117-139-720211014,NOT_APPLICABLE,W4206629756,NOT_APPLICABLE,1,OPENALEX:W4206629756,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00130,OPENALEX:W4292958755,Index,2022,OPENALEX,10.1108/978-1-80117-226-420221017,NOT_APPLICABLE,W4292958755,NOT_APPLICABLE,1,OPENALEX:W4292958755,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00131,OPENALEX:W4318619546,Index,2023,OPENALEX,10.1108/978-1-80262-277-520231024,NOT_APPLICABLE,W4318619546,NOT_APPLICABLE,1,OPENALEX:W4318619546,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00132,OPENALEX:W4283799763,Index,2022,OPENALEX,10.1108/978-1-80262-637-720221018,NOT_APPLICABLE,W4283799763,NOT_APPLICABLE,1,OPENALEX:W4283799763,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00133,OPENALEX:W4383961821,Index,2023,OPENALEX,10.1108/978-1-80455-588-020231017,NOT_APPLICABLE,W4383961821,NOT_APPLICABLE,1,OPENALEX:W4383961821,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00134,OPENALEX:W4404866984,Risk Assessment Models for the Health Insurance Sector,2024,OPENALEX,10.1108/978-1-83608-582-920241032,NOT_APPLICABLE,W4404866984,NOT_APPLICABLE,1,OPENALEX:W4404866984,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00135,OPENALEX:W4205253758,Index,2022,OPENALEX,10.1108/978-1-83982-900-020211035,NOT_APPLICABLE,W4205253758,NOT_APPLICABLE,1,OPENALEX:W4205253758,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00136,OPENALEX:W4401317771,Guest editorial: Transnationalization of higher education: challenges and opportunities,2024,OPENALEX,10.1108/aeds-06-2024-294,NOT_APPLICABLE,W4401317771,NOT_APPLICABLE,1,OPENALEX:W4401317771,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00137,OPENALEX:W7127104083,Psychological safety and AI adoption as antecedents of teaching burnout: the mediating effect of work–life balance,2026,OPENALEX,10.1108/aeds-06-2025-0285,NOT_APPLICABLE,W7127104083,NOT_APPLICABLE,1,OPENALEX:W7127104083,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00138,OPENALEX:W4406814715,Editorial: “Redefining impact: digital libraries and their communities”,2025,OPENALEX,10.1108/dlp-02-2025-153,NOT_APPLICABLE,W4406814715,NOT_APPLICABLE,1,OPENALEX:W4406814715,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00139,OPENALEX:W7128434791,How Healthqual drives willingness to pay a premium and revisit intention in health-care sector: the moderation role of AI-enabled service,2026,OPENALEX,10.1108/ijqss-09-2025-0225,NOT_APPLICABLE,W7128434791,NOT_APPLICABLE,1,OPENALEX:W7128434791,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00140,OPENALEX:W7154719521,Guest editorial: Defining new frontiers of business research across Asian countries,2026,OPENALEX,10.1108/jabs-04-2026-702,NOT_APPLICABLE,W7154719521,NOT_APPLICABLE,1,OPENALEX:W7154719521,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00141,OPENALEX:W7163877191,Editorial,2026,OPENALEX,10.1108/jedt-07-2026-756,NOT_APPLICABLE,W7163877191,NOT_APPLICABLE,1,OPENALEX:W7163877191,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00142,OPENALEX:W7171557032,Editorial,2026,OPENALEX,10.1108/jedt-09-2026-758,NOT_APPLICABLE,W7171557032,NOT_APPLICABLE,1,OPENALEX:W7171557032,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00143,OPENALEX:W4416914743,Guest editorial: Sustainability management from a behavioral perspective in hospitality and tourism,2025,OPENALEX,10.1108/jhti-09-2025-995,NOT_APPLICABLE,W4416914743,NOT_APPLICABLE,1,OPENALEX:W4416914743,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00144,OPENALEX:W7167895805,"Guest editorial: Beyond Industry 4.0: humancentricity, resilience and sustainability in the age of digital transformation",2026,OPENALEX,10.1108/jsma-08-2026-526,NOT_APPLICABLE,W7167895805,NOT_APPLICABLE,1,OPENALEX:W7167895805,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00145,OPENALEX:W7127120959,Artificial Intelligence in In Vitro Diagnostics (IVD): A Comprehensive Review of the New Frontier,2026,OPENALEX,10.1109/access.2026.3660065,NOT_APPLICABLE,W7127120959,NOT_APPLICABLE,1,OPENALEX:W7127120959,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
