record_id,title,year,source_channels,primary_manifestation_id,locator,retrieval_status,sha256_hash,retrieval_date
CANON-00064,An integrated deep learning and large language model for automated knee osteoarthritis grading and reporting from the Vietnam Osteoporosis Study,2026,OPENALEX,OPENALEX:W7167820862,https://doi.org/10.1016/j.afos.2026.05.003,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00067,Feasibility of Using an Artificial Intelligence-based Telephone Application for Dietary Assessment and Nudging to Improve the Quality of Food Choices of Female Adolescents in Vietnam: Evidence from a Randomized Pilot Study.,2024,PUBMED,PMID:38817706,https://doi.org/10.1016/j.cdnut.2023.102063,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00068,Moderating the AI Revolution: Perceived threat and generative AI implementation in Vietnamese hospitals,2025,OPENALEX,OPENALEX:W4413123648,https://doi.org/10.1016/j.chbr.2025.100774,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00071,Fine-tuning large language models for improved health communication in low-resource languages.,2025,OPENALEX | PUBMED,PMID:39987667,https://doi.org/10.1016/j.cmpb.2025.108655,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00072,Towards a machine-learning assisted non-invasive classification of dengue severity using wearable PPG data: a prospective clinical study.,2024,OPENALEX | PUBMED,PMID:38815363,https://doi.org/10.1016/j.ebiom.2024.105164,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00074,"Generative AI chatbots for reliable cancer information: Evaluating web-search, multilingual, and reference capabilities of emerging large language models.",2025,OPENALEX | PUBMED,PMID:39922126,https://doi.org/10.1016/j.ejca.2025.115274,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00077,Navigating ASEAN region Artificial Intelligence (AI) governance readiness in healthcare,2025,OPENALEX,OPENALEX:W4407008122,https://doi.org/10.1016/j.hlpt.2025.100981,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00079,A PROSPECTIVE CLINICAL STUDY ON THE USE OF A NON-INVASIVE WEARABLE DEVICE AND NEURAL NETWORK MODELS FOR PATIENTS WITH DENGUE,2023,OPENALEX,OPENALEX:W4377043317,https://doi.org/10.1016/j.ijid.2023.04.017,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00081,Identify characteristics of Vietnamese oral squamous cell carcinoma patients by machine learning on transcriptome and clinical-histopathological analysis,2024,OPENALEX,OPENALEX:W4401956163,https://doi.org/10.1016/j.jds.2024.08.013,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00083,A novel machine-learning-based infection screening system via 2013–2017 seasonal influenza patients' vital signs as training datasets,2019,OPENALEX,OPENALEX:W2917979868,https://doi.org/10.1016/j.jinf.2019.02.008,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00085,Development and Asian-wide validation of the Grade for Interpretable Field Triage (GIFT) for predicting mortality in pre-hospital patients using the Pan-Asian Trauma Outcomes Study (PATOS).,2023,OPENALEX | PUBMED,PMID:37283981,https://doi.org/10.1016/j.lanwpc.2023.100733,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00086,"Reimagining ethnopharmacology with generative AI: Towards inclusive, ethical, and data-driven traditional medicine.",2025,OPENALEX | PUBMED,PMID:41120019,https://doi.org/10.1016/j.phrs.2025.108002,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00088,Machine learning-based model for prediction of carbamazepine- and allopurinol-induced severe cutaneous adverse reactions in Vietnamese.,2026,OPENALEX | PUBMED,PMID:42292762,https://doi.org/10.1016/j.waojou.2026.101408,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00089,Deep Learning-Driven Glaucoma Medication Bottle Recognition: A Multilingual Clinical Validation Study in Patients with Impaired Vision.,2025,PUBMED,PMID:40256318,https://doi.org/10.1016/j.xops.2025.100758,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00092,Predicting the risk of osteoporosis in older Vietnamese women using machine learning approaches.,2022,OPENALEX | PUBMED,PMID:36418408,https://doi.org/10.1038/s41598-022-24181-x,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00093,Mitigating machine learning bias between high income and low-middle income countries for enhanced model fairness and generalizability.,2024,OPENALEX | PUBMED,PMID:38858466,https://doi.org/10.1038/s41598-024-64210-5,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00094,Foundation models enable wearable signal screening for cardiovascular disease among people living with HIV.,2026,PUBMED,PMID:41545675,https://doi.org/10.1038/s43856-025-01331-6,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00096,Severity detection tool for patients with infectious disease.,2020,OPENALEX | PUBMED,PMID:32431851,https://doi.org/10.1049/htl.2019.0030,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00098,"Budget impact of implementing AI-enabled chest X-ray based incidental pulmonary nodule detection for early lung cancer diagnosis: models from Colombia, Costa Rica, Mexico, Thailand and Vietnam.",2026,PUBMED,PMID:42339680,https://doi.org/10.1080/13696998.2026.2682681,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00101,"Artificial intelligence ethics in authoritarian Vietnam: governance, trust, and societal tensions",2025,OPENALEX,OPENALEX:W4412373819,https://doi.org/10.1080/25741292.2025.2529625,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00105,Assessment of User Needs for Telemedicine Robots in a Developing Nation Hospital Setting.,2021,PUBMED,PMID:33095109,https://doi.org/10.1089/tmj.2020.0215,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00113,Lecture No. 3 Current status and future outlook for collection of cancer-related data in Asia,2020,OPENALEX,OPENALEX:W3163884986,https://doi.org/10.1093/jjco/hyaa269,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00114,Accelerating Cough-Based Algorithms for Pulmonary Tuberculosis Screening: Results From the CODA TB DREAM Challenge.,2025,OPENALEX | PUBMED,PMID:41064697,https://doi.org/10.1093/ofid/ofaf572,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00118,Data as a Substitute for Judgment,2019,OPENALEX,OPENALEX:W2943496630,https://doi.org/10.1097/opx.0000000000001391,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00122,Mitigating Machine Learning Bias Between High Income and Low-Middle Income Countries for Enhanced Model Fairness and Generalizability,2024,OPENALEX,OPENALEX:W4391515285,https://doi.org/10.1101/2024.02.01.24302010,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00123,Accelerating cough-based algorithms for pulmonary tuberculosis screening: Results from the CODA TB DREAM Challenge,2024,OPENALEX,OPENALEX:W4396937317,https://doi.org/10.1101/2024.05.13.24306584,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00124,Leveraging AI and Transfer Learning to Enhance Outcome Prediction for Out-of-Hospital Cardiac Arrest in Diverse Settings: Insights from the Pan-Asian Resuscitation Outcomes Study,2025,OPENALEX,OPENALEX:W4410280727,https://doi.org/10.1101/2025.05.11.25327388,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00125,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,2025,OPENALEX,OPENALEX:W4413009419,https://doi.org/10.1101/2025.08.03.25332928,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00134,Risk Assessment Models for the Health Insurance Sector,2024,OPENALEX,OPENALEX:W4404866984,https://doi.org/10.1108/978-1-83608-582-920241032,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00139,How Healthqual drives willingness to pay a premium and revisit intention in health-care sector: the moderation role of AI-enabled service,2026,OPENALEX,OPENALEX:W7128434791,https://doi.org/10.1108/ijqss-09-2025-0225,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00145,Artificial Intelligence in In Vitro Diagnostics (IVD): A Comprehensive Review of the New Frontier,2026,OPENALEX,OPENALEX:W7127120959,https://doi.org/10.1109/access.2026.3660065,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00146,Development of Effective Malnutrition Level Detection Models,2025,OPENALEX,OPENALEX:W4413204152,https://doi.org/10.1109/bmeicon66226.2025.11113717,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00148,Prediction of Non-Alcoholic Fatty Liver Disease Based on Anthropometric and Paraclinical Laboratory Data in the Vietnamese Population,2025,OPENALEX,OPENALEX:W7138934170,https://doi.org/10.1109/ichst66555.2025.11428378,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00149,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,2025,OPENALEX,OPENALEX:W7138931663,https://doi.org/10.1109/ichst66555.2025.11428741,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00150,Ovarian Malignance Risk Prediction from Medical Notes: a case study in Vietnam,2025,OPENALEX,OPENALEX:W4413823528,https://doi.org/10.1109/mapr67746.2025.11133955,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00151,GPTViet: An Open-Source Vietnamese Foundation Model from Pretraining to Domain Specialization,2025,OPENALEX,OPENALEX:W7127321268,https://doi.org/10.1109/rivf68649.2025.11365054,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00152,Agentic AI Framework for Adaptive Clinical Workflow Orchestration,2025,OPENALEX,OPENALEX:W7127307595,https://doi.org/10.1109/rivf68649.2025.11365087,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00157,IAB 16th World Congress,2023,OPENALEX,OPENALEX:W4389489459,https://doi.org/10.1111/bioe.13252,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00166,Vital sign monitoring using wearable devices in a Vietnamese intensive care unit,2021,OPENALEX,OPENALEX:W3144156482,https://doi.org/10.1136/bmjinnov-2021-000707,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00169,Towards Mental Health Analysis in Social Media for Low-resourced Languages,2023,OPENALEX,OPENALEX:W4390450387,https://doi.org/10.1145/3638761,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00171,Securing Collaborative Medical AI by Using Differential Privacy: Domain Transfer for Classification of Chest Radiographs,2023,OPENALEX,OPENALEX:W4389379814,https://doi.org/10.1148/ryai.230212,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00176,Artificial Intelligence-assisted Translation and Interpretation for Communication With Patients Who Have Language Barriers: A Systematic Review,2025,OPENALEX,OPENALEX:W4410272205,https://doi.org/10.1164/ajrccm.2025.211.abstracts.a3643,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00180,Wearable vital-sign sensors for early detection of severe dengue and sepsis: Clinical applications and implementation in resource-limited settings.,2025,OPENALEX | PUBMED,PMID:41234615,https://doi.org/10.1177/20552076251396563,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00181,Application of artificial intelligence in gastrointestinal endoscopy in Vietnam: a narrative review.,2024,OPENALEX | PUBMED,PMID:39734422,https://doi.org/10.1177/26317745241306562,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00182,Validation of online clearance monitoring and machine learning-based prediction of dialysis adequacy in Vietnamese hemodialysis patients: a cross-sectional study.,2026,OPENALEX | PUBMED,PMID:42337499,https://doi.org/10.1186/s12882-026-05114-6,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00183,Artificial intelligence utilization in cancer screening program across ASEAN: a scoping review.,2025,OPENALEX | PUBMED,PMID:40234807,https://doi.org/10.1186/s12885-025-14026-x,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00184,Artificial intelligence-powered virtual standardized patients in teaching history-taking skills to medical students: a randomized controlled trial.,2026,PUBMED,PMID:42063049,https://doi.org/10.1186/s12909-026-09305-5,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00185,Future pharmacists in the age of Artificial Intelligence: a mixed-methods study of first-year students in Vietnam.,2026,PUBMED,PMID:42177578,https://doi.org/10.1186/s12909-026-09368-4,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00187,"Ecological epidemiology insights into clonorchiosis endemicity in Guangxi, China and Vietnam: a comprehensive machine learning analysis.",2025,OPENALEX | PUBMED,PMID:40721799,https://doi.org/10.1186/s12942-025-00404-y,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00188,A data-driven governance framework for co-creation healthcare quality in public hospitals,2026,OPENALEX,OPENALEX:W7166291405,https://doi.org/10.1186/s12982-026-02342-x,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00191,Feasibility of Real-Time AI Models For Clinical Tasks Involving Tetanus: Study Protocol,2026,OPENALEX,OPENALEX:W7168031339,https://doi.org/10.12688/wellcomeopenres.26814.1,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00196,Applied machine learning for the risk-stratification and clinical decision support of hospitalised patients with dengue in Vietnam.,2022,OPENALEX | PUBMED,PMID:36812518,https://doi.org/10.1371/journal.pdig.0000005,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00198,"Factors associated with 90-day mortality in Vietnamese stroke patients: Prospective findings compared with explainable machine learning, multicenter study.",2024,OPENALEX | PUBMED,PMID:39302916,https://doi.org/10.1371/journal.pone.0310522,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00207,"IoTs, Machine Learning (ML), AI and Digital Transformation Affects Various Industries - Principles and Cybersecurity Risks Solutions",2021,OPENALEX,OPENALEX:W3209013861,https://doi.org/10.14704/web/v18si04/web18144,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00209,Artificial Intelligence Integration in Medical Education: A Landscape with HOT Dimensions in Viet Nam,2026,OPENALEX,OPENALEX:W7164488307,https://doi.org/10.1596/45024,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00210,VietCheckMed: Explainable Regulatory Compliance Checking for Medical Advertisements on Vietnamese Social Media,2026,OPENALEX,OPENALEX:W7138358879,https://doi.org/10.1609/aaai.v40i2.37077,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00216,Multidimensional Machine Learning on 2173 COVID-19 Patients in Vietnam,2022,OPENALEX,OPENALEX:W4297884396,https://doi.org/10.20944/preprints202209.0291.v1,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00217,A Systematic Framework for Investigating Algorithmic Bias as a Social Determinant of Health in Low- and Middle-Income Countries: A Research Protocol,2025,OPENALEX,OPENALEX:W4412649646,https://doi.org/10.20944/preprints202507.1698.v1,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00219,A Comparative assessment of ChatGPT vs. Google Translate for the translation of patient instructions,2024,OPENALEX,OPENALEX:W4400089170,https://doi.org/10.21037/jmai-24-24,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00221,Ecological Epidemiology Insights into Clonorchiosis Endemicity in Southern China and Northern Vietnam: A Comprehensive Machine Learning Analysis,2024,OPENALEX,OPENALEX:W4398182497,https://doi.org/10.21203/rs.3.rs-4399445/v1,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00222,Clinical Features And Neuroimaging Findings In Acute Cerebral Infarction Patients Using RAPID Artificial Intelligent (RAPID AI) Software Analysis – A Series Of 54 Cases,2021,OPENALEX,OPENALEX:W3165798418,https://doi.org/10.21203/rs.3.rs-534389/v1,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00226,Prevalence-Based Gradation (PBG) Process To Tackle Misinformation And Disinformation On Social Media,2023,OPENALEX,OPENALEX:W4385486558,https://doi.org/10.2139/ssrn.4528682,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00228,"Climate-Driven Dynamics of Infectious Diseases: Machine Learning-Based Predictive Modeling in Ba Ria-Vung Tau, Vietnam",2025,OPENALEX,OPENALEX:W4406360845,https://doi.org/10.2139/ssrn.5095162,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00230,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review.,2022,OPENALEX | PUBMED,PMID:35138264,https://doi.org/10.2196/32392,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00231,Multidimensional Machine Learning for Assessing Parameters Associated With COVID-19 in Vietnam: Validation Study.,2023,OPENALEX | PUBMED,PMID:36668902,https://doi.org/10.2196/42895,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00232,Adapting and Scaling a Digital Health Intervention to Improve Maternal and Child Health Among Ethnic Minority Women in Vietnam Amid the COVID-19 Context: Protocol for the dMOM Project.,2023,OPENALEX | PUBMED,PMID:37058576,https://doi.org/10.2196/44720,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00234,Assessment of Digital Capabilities by 9 Countries in the Alliance for Healthy Cities Using AI: Cross-Sectional Analysis.,2025,PUBMED,PMID:39924308,https://doi.org/10.2196/62935,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00235,Insights Into the Current and Future State of AI Adoption Within Health Systems in Southeast Asia: Cross-Sectional Qualitative Study.,2025,OPENALEX | PUBMED,PMID:40523280,https://doi.org/10.2196/71591,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00236,What Are the Opportunities and Challenges of Using AI in Medical Education in Vietnam?,2025,OPENALEX | PUBMED,PMID:41329943,https://doi.org/10.2196/77817,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00237,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries: Quantitative Pilot Feasibility Study.,2026,OPENALEX | PUBMED,PMID:41973653,https://doi.org/10.2196/85169,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00238,"Knowledge, Attitudes, and Practices Related to AI in Learning and Research Among Medical Students in Vietnam: Cross-Sectional Study.",2026,OPENALEX | PUBMED,PMID:42397674,https://doi.org/10.2196/95867,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00239,TLAS-YHCT VN: Development and Evaluation of a Socratic AI Teaching Assistant for Traditional Vietnamese Medicine Education — A Two-Phase Mixed-Methods Study (Preprint),2026,OPENALEX,OPENALEX:W7166875773,https://doi.org/10.2196/preprints.105820,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00240,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review (Preprint),2021,OPENALEX,OPENALEX:W4211123459,https://doi.org/10.2196/preprints.32392,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00241,Multidimensional Machine Learning for Assessing Parameters Associated With COVID-19 in Vietnam: Validation Study (Preprint),2022,OPENALEX,OPENALEX:W4297936949,https://doi.org/10.2196/preprints.42895,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00242,Adapting and Scaling a Digital Health Intervention to Improve Maternal and Child Health Among Ethnic Minority Women in Vietnam Amid the COVID-19 Context: Protocol for the dMOM Project (Preprint),2022,OPENALEX,OPENALEX:W4310934232,https://doi.org/10.2196/preprints.44720,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00243,Digital health technology adoption in five Vietnamese hospitals: a self-report assessment (Preprint),2023,OPENALEX,OPENALEX:W4389329616,https://doi.org/10.2196/preprints.53483,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
