channel_id,domain,query_id,position,source_url,title_from_search,description_from_search,status
MOH,moh.gov.vn,DQ-IMPL-02,3,https://cds.moh.gov.vn/tin-tuc-tong-hop-chi-tieu-cds/-/asset_publisher/q59FuAXJObVO/content/hoi-thao-ai-y-te-thanh-cong-ra-mat-mang-luoi-v-rhain-va-thuc-ay-cac-giai-phap-ai-y-te-co-trach-nhiem?inheritRedirect=false,"Hội thảo AI y tế thành công, ra mắt Mạng lưới V-RHAIN và ...","... quản trị AI dựa trên bằng chứng và đạo đức. Chương trình đào tạo ... bệnh viện và tuyến y tế cơ sở Việt Nam”. Ông Paul Campbell, Giám đốc Pháp lý ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-IMPL-02,4,https://cds.moh.gov.vn/tin-tuc-tong-hop-chi-tieu-cds/-/asset_publisher/q59FuAXJObVO/content/-inh-hinh-tuong-lai-ai-khong-chi-thong-minh-ve-cong-nghe-ma-con-giau-tinh-nhan-van?inheritRedirect=false,Không chỉ thông minh về công nghệ mà còn giàu tính nhân văn,"... AI có trách nhiệm là hai văn kiện quan trọng thể ... viện, trường trong đánh giá tác động xã hội và đạo đức AI ... Bộ Y tế Phê duyệt danh mục nhiệm vụ đẩy ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-IMPL-02,5,https://moh.gov.vn/index.jsp?pageId=5803&aid=156486&cid=8335,Bộ trưởng Đào Hồng Lan: Đổi mới tư duy để ...,"... bệnh, quản trị bệnh viện và tương tác với người bệnh. Bộ trưởng Bộ Y tế Đào Hồng Lan trò chuyện, động viên người hiến máu tình nguyện. Song ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-IMPL-02,6,https://moh.gov.vn/index.jsp?pageId=5801&cid=7262,Cổng thông tin Bộ Y tế,"... Chuyển đổi số giúp nâng cao hiệu quả chăm sóc người ... quản trị AI y tế toàn cầu, lấy con người làm trung tâm. 25/10/2025 12:34 ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-IMPL-02,7,https://cds.moh.gov.vn/trang-chu/-/asset_publisher/Q71nmz5QU5fE/content/hoi-thao-ai-y-te-thanh-cong-ra-mat-mang-luoi-v-rhain-va-thuc-ay-cac-giai-phap-ai-y-te-co-trach-nhiem?inheritRedirect=false,"Hội thảo AI y tế thành công, ra mắt Mạng lưới V-RHAIN và thúc ...","... quản trị AI dựa trên bằng chứng và đạo đức. ... bệnh viện và tuyến y tế cơ sở Việt Nam”. Ông Paul ... viện/trường và doanh nghiệp, hướng tới triển khai ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-IMPL-02,8,https://adminmoh.moh.gov.vn/web/guest/hoat-dong-cua-lanh-dao-bo/-/asset_publisher/TW6LTp1ZtwaN/content/thu-truong-thuong-truc-bo-y-te-vu-manh-ha-ai-y-te-co-tac-ong-truc-tiep-en-tinh-mang-suc-khoe-va-quyen-loi-cua-nguoi-dan-do-o-viec-trien-khai-phai-than,Thứ trưởng Thường trực Bộ Y tế Vũ Mạnh Hà: AI y tế có tác động ...,"... Cơ sở khám bệnh, chữa bệnh là trụ cột quan trọng ... quản trị AI y tế có trách nhiệm; cũng như cơ chế ... viện, trường và doanh nghiệp sẽ cung cấp ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-IMPL-02,9,https://moh.gov.vn/index.jsp?pageId=5801&cid=8358,Cổng thông tin,"... bệnh tại Bệnh viện Phổi và Bệnh viện Châm cứu Trung ương. 10/02/2026 06:23 PM ... quản trị AI y tế toàn cầu, lấy con người làm trung tâm. 25/10/2025 12 ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-IMPL-02,10,https://moh.gov.vn/index.jsp?pageId=5803&aid=167780&cid=8641,"Kết luận của Tổng Bí thư, Chủ tịch nước tại cuộc họp cho ...","Khối Bệnh viện · Khối Viện · Khối các trường Đại học, Cao đẳng · Các Tổng ... quản trị AI, già hóa dân số, văn hóa, con người, biến đổi khí ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-IMPL-02,11,https://vimda.moh.gov.vn/documents/10182/71386576/upload_00001117_1753855581100.pdf?version=1.0&fileId=71409563,MEGA PULSE TOWER 30+ - Thiết bị phẫu thuật với laser ...,Bất kỳ ai có trách nhiệm kết hợp sản phẩm theo một hệ thống đều ... như bệnh viện với hệ thống chăm sóc đặt biệt. Thiết bị phải được kết ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,1,https://cds.moh.gov.vn/tin-tuc-tong-hop-chi-tieu-cds/-/asset_publisher/q59FuAXJObVO/content/-inh-hinh-tuong-lai-ai-khong-chi-thong-minh-ve-cong-nghe-ma-con-giau-tinh-nhan-van?inheritRedirect=false,Không chỉ thông minh về công nghệ mà còn giàu tính nhân văn,Trí tuệ nhân tạo (AI) không còn là công cụ dành ... nền tảng tốt để ứng dụng AI vào KHXH&NV. Tuy ... đánh giá tác động xã hội và đạo đức AI; đầu tư ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,2,https://btxh.moh.gov.vn/danh-muc-tin/cong-tac-xa-hoi/danh-gia-tac-dong-luat-cong-tac-xa-hoi_t209c40n1439,Đánh giá tác động Luật Công tác xã hội,"Đánh giá tác động Luật Công tác xã hội. 09/08/2018 12:04. Đánh giá tác động Luật Công tác xã hội ... Cụ thể, xác định ai là người hành nghề CTXH; cơ chế đảm bảo chất lượng cung cấp dịch vụ và cơ ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,3,https://adminmoh.moh.gov.vn/web/guest/hoat-dong-cua-lanh-dao-bo/-/asset_publisher/k206Q9qkZOqn/content/thu-truong-bo-y-te-nguyen-thi-lien-huong-4-yeu-cau-e-cong-thong-tin-dinh-duong-phat-huy-hieu-qua-ben-vung-va-lan-toa-sau-rong-trong-xa-hoi?inheritRedirect=false&redirect=https%3A%2F%2Fadminmoh.moh.gov.vn%3A443%2Fweb%2Fguest%2Fhoat-dong-cua-lanh-dao-bo%3Fp_p_id%3D101_INSTANCE_k206Q9qkZOqn%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Drow-0-column-2%26p_p_col_pos%3D1%26p_p_col_count%3D2,4 yêu cầu để Cổng Thông tin dinh dưỡng phát huy hiệu ...,... Đánh giá tác động nguồn lực đảm bảo chế độ phụ cấp đặc thù chính ... trí tuệ nhân tạo theo lộ trình phù hợp và được quản lý chặt chẽ ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,4,https://adminmoh.moh.gov.vn/vi_VN/web/guest/hoat-dong-cua-lanh-dao-bo/-/asset_publisher/k206Q9qkZOqn/content/benh-vien-e-ung-dung-tri-tue-nhan-tao-nang-tam-cham-soc-suc-khoe-nhan-dan?inheritRedirect=false&redirect=https%3A%2F%2Fadminmoh.moh.gov.vn%3A443%2Fvi_VN%2Fweb%2Fguest%2Fhoat-dong-cua-lanh-dao-bo%3Fp_p_id%3D101_INSTANCE_k206Q9qkZOqn%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Drow-0-column-2%26p_p_col_pos%3D1%26p_p_col_count%3D2,Bệnh viện E ứng dụng trí tuệ nhân tạo nâng tầm chăm sóc sức ...,"... trí tuệ nhân tạo. Trong dòng chảy ... Đánh giá tác động nguồn lực đảm bảo chế độ phụ ... (AI) vào các hoạt động khám, chữa bệnh và quản lý ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,5,https://moh.gov.vn/index.jsp?pageId=5803&aid=152672&cid=8476,Đại hội Đảng bộ Viện Chiến lược và Chính sách ...,"... đánh giá tác động phục vụ việc xây dựng/sửa đổi các Luật, Nghị định ... trí tuệ nhân tạo đáp ứng yêu cầu phát triển khoa học, công nghệ ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,6,https://moh.gov.vn/index.jsp?pageId=5803&aid=167052&cid=8335,Toàn văn phát biểu của Tổng Bí thư Tô Lâm tại phiên khai ...,"Đặc biệt, sự phát triển đột phá của trí tuệ nhân tạo, dữ liệu ... đánh giá tác động; phải chọn đúng việc lớn, đúng khâu đột phá, đúng ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,7,https://moh.gov.vn/resource/CustomsCMS/BO_YTE/2026/7/1/Du_thao_To_trinh_De_an_phan_phoi_duoc_CapNhat_1.pdf,"Hạnh phúc Hà Nội, ngày tháng năm 2026 TỜ TRÌNH Về ...","... đánh giá tác động của Đề án; báo cáo tiếp thu, giải trình ý kiến ... nối, trí tuệ nhân tạo, dữ liệu lớn, Internet vạn vật; hỗ trợ doanh ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,8,https://moh.gov.vn/index.jsp?pageId=5803&aid=153649&cid=8409,Bộ Y tế trả lời kiến nghị của cử tri tỉnh Đồng Nai gửi tới ...,"... ai bị bỏ lại phía sau"". Để thực hiện mục tiêu này, Luật Bảo hiểm y tế đã ... đánh giá tác động về kinh tế - xã hội để bảo đảm tính khả thi và bền vững ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,9,https://imda.moh.gov.vn/documents/10182/10030600/Du-thao-de-an-Chuoicungung6.7/ce8ed5a1-2e47-409c-9bdf-e82ada3e1a3b,đề án quản lý chuỗi cung ứng thiết bị y tế giai đoạn,"cứu, áp dụng trí tuệ nhân tạo (AI) và dữ liệu lớn (Big Data) trên nền tảng dữ liệu dùng chung để phân tích xu hướng, dự báo nhu cầu chính xác, cảnh báo sớm ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,10,https://moh.gov.vn/index.jsp?pageId=5803&aid=156125&cid=8351,Viện Chiến lược và Chính sách Y tế tiếp tục khẳng định ...,... đánh giá tác động chính sách; nâng cao năng lực trong ứng dụng chuyển đổi số và ứng dụng trí tuệ nhân tạo (AI) trong nghiên cứu khoa học ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,11,https://imda.moh.gov.vn/documents/10182/10030600/Duthaototrinh.15.06.2026/db844d21-f1d8-493e-914e-130b24ab9812,Trang thiết bị y tế - Bộ Y tế,"Báo cáo đánh giá tác động một số chính sách của Dự thảo Luật ... - Tiếp tục ứng dụng công nghệ thông tin, chuyển đổi số, trí tuệ nhân tạo.",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,12,https://moh.gov.vn/index.jsp?pageId=5803&aid=167921&cid=8338,Nghị quyết 79-NQ/TW của Bộ Chính trị về phát triển kinh ...,Đánh giá tác động và phân tích lợi ích - chi phí xã hội của ... trí tuệ nhân tạo và công nghệ số tiên tiến. Tăng cường công tác quản ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,13,https://imda.moh.gov.vn/documents/10182/10030600/Ta%CC%80i+lie%CC%A3%CC%82u+to%CC%82%CC%89ng+ho%CC%9B%CC%A3p+Ho%CC%A3%CC%82i+tha%CC%89o+PPE.pdf/d2f78667-48d6-4b40-b1cd-d06a39ce22bf,Báo cáo nghiên cứu rà soát hệ thống quản lý trang thiết bị ...,ĐÁNH GIÁ TÁC ĐỘNG KINH. TẾ-XÃ HỘI. Đánh giá nhanh tác động kinh tế-xã hội ... KHÔNG BỎ LẠI AI PHÍA SAU TRONG ỨNG. PHÓ VÀ PHỤC HỒI SAU ĐẠI DỊCH COVID-. 19 ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,14,https://adminmoh.moh.gov.vn/web/guest/hoat-dong-cua-lanh-dao-bo/-/asset_publisher/TW6LTp1ZtwaN/content/-ang-uy-bo-y-te-cong-bo-quyet-inh-thanh-lap-cac-ban-xay-dung-ang,Đảng ủy Bộ Y tế công bố Quyết định thành lập các ban xây ...,... Đánh giá tác động nguồn lực đảm bảo chế độ phụ cấp đặc thù chính ... AI xin chào. logobutton. Hỗ trợ trực tuyến. full close.,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,15,https://imda.moh.gov.vn/documents/10182/84707090/Du_thao_de_an_CV4474.pdf/c6c2287b-0cea-4f6b-86b5-e2d61b8e5179,DỰ THẢO Ngày 15/6/2026 - Trang thiết bị y tế,"Báo cáo đánh giá tác động một số chính sách của Dự thảo Luật Thiết bị ... - Tiếp tục ứng dụng công nghệ thông tin, chuyển đổi số, trí tuệ nhân tạo gắn ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,16,https://moh.gov.vn/resource/CustomsCMS/BO_YTE/2026/6/23/5.%20Bao%20cao%20509%20danh%20gia%20tac%20dong%20CS%2021.3.2026.signed.pdf,"Tự do - Hạnh phúc Số: /BC-BYT Hà Nội, ng","Đánh giá tác động của chính sách trong dự thảo Luật sửa đổi, bổ sung ... Dangi J, Kinnunen TH, Zavras AI. Challenges in global ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,17,https://imda.moh.gov.vn/documents/10182/10030600/Duthaoquyetdinh15.06.2026/6eb7602d-d855-489e-81ef-e663fabd5d4a,DỰ THẢO Ngày 15/6/2026 - Trang thiết bị y tế,"- Tiếp tục ứng dụng công nghệ thông tin, chuyển đổi số, trí tuệ nhân tạo ... + Hoàn thành báo cáo đánh giá tác động các chính sách dự kiến đưa vào.",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,18,https://moh.gov.vn/index.jsp?pageId=5801&cid=8351,Cổng thông tin Bộ Y tế,... trí tuệ nhân tạo (AI). 26/10/2025 11:57 PM. Bộ Y tế tổ chức thành công Đại hội thi đua yêu nước ngành ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,19,https://adminmoh.moh.gov.vn/web/guest/hoat-dong-cua-lanh-dao-bo/-/asset_publisher/TW6LTp1ZtwaN/content/nganh-y-te-to-chuc-truc-chuyen-mon-truc-cap-cuu-24-24-ho-tro-nhan-dan-vung-lu-lut-mien-trung?inheritRedirect=false&redirect=https%3A%2F%2Fadminmoh.moh.gov.vn%3A443%2Fweb%2Fguest%2Fhoat-dong-cua-lanh-dao-bo%3Fp_p_id%3D101_INSTANCE_TW6LTp1ZtwaN%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Drow-0-column-2%26p_p_col_count%3D2,"Ngành Y tế tổ chức trực chuyên môn, trực cấp cứu 24/24 hỗ trợ ...","... công tác ứng phó, khắc phục hậu quả thiên tai ... Đánh giá tác động nguồn lực đảm bảo chế độ phụ ... AI xin chào. logobutton. Hỗ trợ trực tuyến. full",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,20,https://adminmoh.moh.gov.vn/web/guest/hoat-dong-cua-lanh-dao-bo/-/asset_publisher/TW6LTp1ZtwaN/content/thu-truong-bo-y-te-nguyen-tri-thuc-tham-lam-viec-va-chuc-tet-vien-kiem-nghiem-thuoc-thanh-pho-ho-chi-minh,"Thứ trưởng Bộ Y tế Nguyễn Tri Thức thăm, làm việc và chúc Tết ...","Chiều 19/01/2026, đoàn công tác của Bộ Y tế do PGS. ... Đánh giá tác động nguồn lực đảm bảo chế độ phụ ... AI xin chào. logobutton. Hỗ trợ trực tuyến. full close.",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,21,https://adminmoh.moh.gov.vn/web/guest/hoat-dong-cua-lanh-dao-bo/-/asset_publisher/TW6LTp1ZtwaN/content/pho-thu-tuong-le-thanh-long-kiem-tra-on-oc-tien-o-du-an-co-so-2-benh-vien-bach-mai-va-viet-uc?inheritRedirect=false&redirect=https%3A%2F%2Fadminmoh.moh.gov.vn%3A443%2Fweb%2Fguest%2Fhoat-dong-cua-lanh-dao-bo%3Fp_p_id%3D101_INSTANCE_TW6LTp1ZtwaN%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Drow-0-column-2%26p_p_col_count%3D2%26_101_INSTANCE_TW6LTp1ZtwaN_advancedSearch%3Dfalse%26_101_INSTANCE_TW6LTp1ZtwaN_keywords%3D%26_101_INSTANCE_TW6LTp1ZtwaN_delta%3D20%26p_r_p_564233524_resetCur%3Dfalse%26_101_INSTANCE_TW6LTp1ZtwaN_cur%3D15%26_101_INSTANCE_TW6LTp1ZtwaN_andOperator%3Dtrue,"Phó Thủ tướng Lê Thành Long kiểm tra, đôn đốc tiến độ ...",... Đánh giá tác động nguồn lực đảm bảo chế độ phụ cấp đặc thù chính ... AI xin chào. logobutton. Hỗ trợ trực tuyến. full close. EMC Đã kết nối ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,22,https://moh.gov.vn/index.jsp?pageId=5803&aid=138686&cid=8354,Thông tin y tế 16 - 18/8/2020,"Theo Tổ chức Y tế thế giới (WHO) đánh giá tác động ... Vô cùng bận rộn, nhưng anh em trong Viện ai cũng hết lòng với công tác chống dịch.",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,23,https://moh.gov.vn/index.jsp?pageId=5803&aid=133714&cid=8354,Điểm tin y tế ngày 21/6/2018,"... ai biết ngát lừng ai hay, dần trở nên thân thuộc, gần gũi hơn với cộng đồng ... Chúng tôi sẽ có đánh giá tác động thu chi bệnh viện để xem tác động thế ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,24,https://moh.gov.vn/index.jsp?pageId=5803&aid=140661&cid=8360,"Kiên quyết không để tình trạng giãn cách không triệt để, kéo dài ...","... ai ở đâu ở đó”, nhất là việc phải thực hiện cách ... ), người cao tuổi, người có bệnh lý nền, công ... đánh giá tác động, chuẩn bị truyền thông… phải ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,25,https://vnpa.moh.gov.vn/wp-content/uploads/2026/02/BAO-CAO-TINH-TRANG-DAN-SO-THE-GIOI-NAM-2025_250627_100256.pdf,CUỘC KHỦNG HOẢNG THỰC SỰ VỀ SINH SẢN,"Pollack, 1996) hoặc ai có công việc linh hoạt hơn. (Presser, 1994). Tuy nhiên ... “Đánh giá tác động của bạo lực do bạn tình gây ra đến kế hoạch sinh ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,26,https://adminmoh.moh.gov.vn/en_US/web/guest/hoat-dong-cua-lanh-dao-bo/-/asset_publisher/TW6LTp1ZtwaN/content/le-phat-ong-huong-ung-thang-hanh-ong-quoc-gia-ve-an-toan-ve-sinh-lao-ong-nam-2025-trong-nganh-y-te?inheritRedirect=false&redirect=https%3A%2F%2Fadminmoh.moh.gov.vn%3A443%2Fen_US%2Fweb%2Fguest%2Fhoat-dong-cua-lanh-dao-bo%3Fp_p_id%3D101_INSTANCE_TW6LTp1ZtwaN%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Drow-0-column-2%26p_p_col_count%3D2,Lễ phát động hưởng ứng Tháng hành động quốc gia về An toàn ...,"... trí tuệ nhân tạo;. Ba là, tăng cường vai trò của ... đánh giá tác động môi trường lao động, khám phát ... AI xin chào. logobutton. Hỗ trợ trực tuyến.",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,27,https://adminmoh.moh.gov.vn/vi_VN/web/guest/hoat-dong-cua-lanh-dao-bo/-/asset_publisher/TW6LTp1ZtwaN/content/thu-truong-bo-y-te-thong-tin-ve-virus-gay-viem-phoi-tren-nguoi-hmpv-tai-trung-quoc?inheritRedirect=false&redirect=https%3A%2F%2Fadminmoh.moh.gov.vn%3A443%2Fvi_VN%2Fweb%2Fguest%2Fhoat-dong-cua-lanh-dao-bo%3Fp_p_id%3D101_INSTANCE_TW6LTp1ZtwaN%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Drow-0-column-2%26p_p_col_count%3D2,Thứ trưởng Bộ Y tế thông tin về virus gây viêm phổi trên ...,... Đánh giá tác động nguồn lực đảm bảo chế độ phụ cấp đặc thù chính ... AI xin chào. logobutton. Hỗ trợ trực tuyến. full close. EMC Đã kết nối ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,28,https://vnpa.moh.gov.vn/wp-content/uploads/2025/11/8791716056352-ky-yeu-hoi-thao-2020-1.pdf,KỶ YẾU HỘI THẢO QUỐC GIA - Cục Dân số,"đánh giá tác động của các yếu tố đến hiệu quả năng suất . Tuy nhiên, các chỉ ... dữ liệu bất kỳ ai cũng có thể truy cập, sử dụng và chia sẻ. Để dữ liệu.",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,29,https://imda.moh.gov.vn/documents/10182/73580110/upload_00001953_1758247159896.pdf?version=1.0&fileId=73582035,TÀI LIỆU HƯỚNG DẪN SỬ DỤNG TIẾNG VIỆT,Bộ điều khiểm và CMM đã được phòng thí nghiệm được chứng nhận đánh giá tuân thủ các tiêu chuẩn tham chiếu ở trên. ... ai được di chuyển hoặc sử.,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,30,https://imda.moh.gov.vn/documents/10182/83486858/upload_00011093_1779440260552.pdf?version=1.0&fileId=83544121,Hướng dẫn sử dụng Hệ thống siêu âm Sonosite MT,Đánh giá tuân thủ của Vương quốc Anh. Dấu hiệu cho thấy sự tuân thủ ... AI PHT. Thời gian bán hủy áp lực của suy van động mạch chủ. Ann D.,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,31,https://vimda.moh.gov.vn/documents/10182/64836428/upload_00001679_1740538001699.pdf?version=1.0&fileId=64843753,Siêu âm Máy quét - Trang thiết bị y tế,• Đánh giá tuân thủ của Máy quét siêu âm Clarius HD3 đã được thực ... Clarius Bladder AI chỉ được chỉ định là một công cụ quy trình làm ...,DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,32,https://imda.moh.gov.vn/documents/10182/82410546/upload_00004316_1777001417318.pdf?version=1.0&fileId=82422013,500 ECO,"Người vận hành là bất kỳ ai điều khiển Ghế mổ dùng trong nha khoa ... Quy trình đánh giá tuân thủ theo. Phụ lục II và III, Quy định (EU) ...",DISCOVERED_UNSCREENED
MOH,moh.gov.vn,DQ-TOOL-02,33,https://imda.moh.gov.vn/documents/10182/68396895/upload_00004791_1748231504666.pdf?version=1.0&fileId=68413723,Micro5000®,• Xét nghiệm TLCO hữu ích trong việc đánh giá tác động lên hệ hô hấp ... Hỗ trợ đánh giá tuân thủ điều trị với thuốc kháng viêm. •. Đánh ...,DISCOVERED_UNSCREENED
